time,v,bsoc,i
8794279,129085,15079,6693
8794779,129082,15080,6692
8795279,129080,15081,6699
8795779,129080,15082,6697
8796279,129078,15083,6689
8796779,129077,15084,6693
8797279,129078,15085,6690
8797779,129075,15086,6694
8798279,129075,15087,6695
8798779,129075,15088,6697
8799279,129074,15089,6696
8799779,129073,15089,6689
8800279,129073,15090,6696
8800779,129071,15091,6697
8801279,129070,15092,6696
8801779,129070,15093,6696
8802279,129071,15094,6696
8802779,129069,15095,6698
8803279,129067,15096,6694
8803779,129068,15097,6692
8804279,129068,15098,6694
8804779,129067,15099,6693
8805279,129064,15100,6692
8805779,129064,15101,6695
8806279,129062,15102,6695
8806779,129064,15102,6699
8807279,129062,15103,6694
8807779,129059,15104,6698
8808279,129060,15105,6701
8808779,129059,15106,6696
8809279,129059,15107,6696
8809779,129058,15108,6694
8810279,129059,15109,6699
8810779,129058,15110,6697
8811279,129056,15111,6701
8811779,129056,15112,6697
8812279,129055,15113,6697
8812779,129053,15114,6697
8813279,129051,15115,6699
8813779,129054,15115,6699
8814279,129051,15116,6698
8814779,129051,15117,6698
8815279,129049,15118,6697
8815779,129047,15119,6697
8816279,129049,15120,6701
8816779,129048,15121,6701
8817279,129046,15122,6700
8817779,129046,15123,6701
8818279,129044,15124,6700
8818779,129046,15125,6695
8819279,129046,15126,6700
8819779,129042,15127,6694
8820279,129042,15128,6692
8820779,129042,15128,6697
8821279,129043,15129,6698
8821779,129041,15130,6699
8822279,129039,15131,6696
8822779,129039,15132,6699
8823279,129037,15133,6697
8823779,129036,15134,6699
8824279,129034,15135,6699
8824779,129034,15136,6700
8825279,129033,15137,6696
8825779,129032,15138,6698
8826279,129032,15139,6692
8826779,129032,15140,6698
8827279,129032,15141,6697
8827779,129031,15141,6697
8828279,129031,15142,6697
8828779,129030,15143,6699
8829279,129029,15144,6696
8829779,129028,15145,6696
8830279,129027,15146,6700
8830779,129028,15147,6698
8831279,129027,15148,6702
8831779,129024,15149,6703
8832279,129024,15150,6699
8832779,129022,15151,6698
8833279,129023,15152,6697
8833779,129023,15153,6695
8834279,129023,15154,6700
8834779,129019,15154,6694
8835279,129020,15155,6697
8835779,129020,15156,6695
8836279,129019,15157,6700
8836779,129017,15158,6700
8837279,129020,15159,6696
8837779,129018,15160,6692
8838279,129017,15161,6696
8838779,129014,15162,6697
8839279,129014,15163,6695
8839779,129014,15164,6696
8840279,129013,15165,6694
8840779,129011,15166,6695
8841279,129010,15167,6697
8841779,129009,15168,6690
8842279,129009,15168,6695
8842779,129011,15169,6690
8843279,129010,15170,6693
8843779,129008,15171,6693
8844279,129007,15172,6694
8844779,129007,15173,6694
8845279,129006,15174,6695
8845779,129005,15175,6691
8846279,129004,15176,6697
8846779,129004,15177,6698
8847279,129003,15178,6695
8847779,129002,15179,6693
8848279,129000,15180,6696
8848779,129002,15181,6698
8849279,129001,15181,6699
8849779,128999,15182,6697
8850279,128997,15183,6696
8850779,128996,15184,6696
8851279,128996,15185,6695
8851779,128997,15186,6697
8852279,128994,15187,6693
8852779,128994,15188,6696
8853279,128993,15189,6696
8853779,128991,15190,6702
8854279,128990,15191,6695
8854779,128992,15192,6699
8855279,128992,15193,6698
8855779,128989,15194,6696
8856279,128989,15194,6696
8856779,128989,15195,6695
8857279,128988,15196,6697
8857779,128986,15197,6697
8858279,128987,15198,6696
8858779,128983,15199,6696
8859279,128983,15200,6701
8859779,128982,15201,6698
8860279,128982,15202,6695
8860779,128980,15203,6697
8861279,128980,15204,6695
8861779,128977,15205,6698
8862279,128978,15206,6697
8862779,128979,15207,6698
8863279,128975,15207,6700
8863779,128977,15208,6694
8864279,128978,15209,6693
8864779,128975,15210,6697
8865779,128973,15212,6695
8866279,128973,15213,6694
8866779,128973,15214,6691
8867279,128970,15215,6694
8867779,128971,15216,6698
8868279,128970,15217,6696
8868779,128969,15218,6695
8869279,128970,15219,6703
8869779,128967,15220,6701
8870279,128967,15220,6697
8870779,128967,15221,6701
8871279,128964,15222,6703
8871779,128966,15223,6701
8872279,128963,15224,6698
8872779,128963,15225,6695
8873279,128961,15226,6697
8873779,128961,15227,6700
8874279,128960,15228,6697
8874779,128959,15229,6695
8875279,128958,15230,6699
8875779,128957,15231,6696
8876279,128955,15232,6696
8876779,128958,15233,6700
8877279,128955,15233,6698
8877779,128956,15234,6697
8878279,128955,15235,6697
8878779,128953,15236,6703
8879279,128953,15237,6698
8879779,128953,15238,6700
8880279,128951,15239,6697
8880779,128949,15240,6700
8881279,128951,15241,6698
8881779,128949,15242,6696
8882279,128947,15243,6702
8882779,128947,15244,6696
8883279,128948,15245,6697
8883779,128946,15246,6699
8884279,128947,15247,6695
8884779,128946,15247,6693
8885279,128944,15248,6695
8885779,128943,15249,6699
8886279,128941,15250,6696
8886779,128940,15251,6695
8887279,128940,15252,6696
8887779,128940,15253,6698
8888279,128939,15254,6698
8888779,128939,15255,6696
8889279,128935,15256,6696
8889779,128935,15257,6694
8890279,128935,15258,6699
8890779,128934,15259,6697
8891279,128934,15260,6697
8891779,128931,15260,6697
8892279,128931,15261,6701
8892779,128932,15262,6702
8893279,128931,15263,6697
8893779,128929,15264,6699
8894279,128931,15265,6703
8894779,128930,15266,6700
8895279,128928,15267,6696
8895779,128928,15268,6699
8896279,128926,15269,6699
8896779,128928,15270,6696
8897279,128926,15271,6697
8897779,128927,15272,6697
8898279,128924,15273,6694
8898779,128924,15273,6702
8899279,128922,15274,6700
8899779,128923,15275,6697
8900279,128923,15276,6696
8900779,128921,15277,6699
8901279,128918,15278,6697
8901779,128919,15279,6698
8902279,128917,15280,6698
8902779,128916,15281,6696
8903279,128916,15282,6698
8903779,128914,15283,6693
8904279,128914,15284,6697
8904779,128913,15285,6698
8905279,128913,15286,6695
8905779,128912,15286,6695
8906279,128910,15287,6696
8906779,128910,15288,6695
8907279,128910,15289,6696
8907779,128910,15290,6693
8908279,128907,15291,6691
8908779,128908,15292,6698
8909279,128906,15293,6702
8909779,128906,15294,6698
8910279,128905,15295,6701
8910779,128905,15296,6698
8911279,128904,15297,6699
8911779,128904,15298,6700
8912279,128903,15299,6697
8912779,128902,15299,6698
8913279,128903,15300,6699
8913779,128899,15301,6694
8914279,128898,15302,6695
8914779,128899,15303,6696
8915279,128898,15304,6696
8915779,128898,15305,6698
8916279,128897,15306,6703
8916779,128897,15307,6694
8917279,128895,15308,6699
8917779,128896,15309,6695
8918279,128894,15310,6695
8918779,128895,15311,6699
8919279,128893,15312,6697
8919779,128891,15312,6699
8920279,128893,15313,6702
8920779,128891,15314,6700
8921279,128891,15315,6697
8921779,128889,15316,6695
8922279,128888,15317,6696
8922779,128885,15318,6699
8923279,128886,15319,6702
8923779,128884,15320,6702
8924279,128884,15321,6694
8924779,128886,15322,6696
8925279,128884,15323,6699
8925779,128883,15324,6695
8926279,128882,15325,6699
8926779,128881,15326,6695
8927279,128879,15326,6696
8927779,128880,15327,6696
8928279,128880,15328,6696
8928779,128878,15329,6696
8929279,128876,15330,6698
8929779,128877,15331,6698
8930279,128876,15332,6693
8930779,128875,15333,6694
8931279,128875,15334,6695
8931779,128877,15335,6692
8932279,128873,15336,6695
8932779,128874,15337,6695
8933279,128872,15338,6693
8933779,128871,15339,6697
8934280,128869,15339,6696
8934780,128870,15340,6697
8935281,128869,15341,6698
8935781,128869,15342,6694
8936282,128866,15343,6698
8936782,128867,15344,6698
8937283,128864,15345,6699
8937783,128863,15346,6698
8938284,128861,15347,6700
8938784,128861,15348,6698
8939285,128862,15349,6702
8939785,128860,15350,6700
8940286,128860,15351,6700
8940786,128860,15352,6701
8941287,128860,15352,6702
8941787,128857,15353,6697
8942288,128858,15354,6699
8942788,128857,15355,6698
8943289,128856,15356,6697
8943789,128856,15357,6700
8944290,128854,15358,6698
8944790,128855,15359,6700
8945291,128854,15360,6698
8945791,128854,15361,6696
8946292,128852,15362,6695
8946792,128851,15363,6696
8947293,128851,15364,6697
8947793,128850,15365,6697
8948294,128849,15365,6698
8948794,128848,15366,6700
8949295,128847,15367,6695
8949795,128845,15368,6696
8950296,128845,15369,6699
8950796,128844,15370,6696
8951297,128844,15371,6699
8951797,128844,15372,6698
8952298,128841,15373,6699
8952798,128840,15374,6696
8953299,128843,15375,6701
8953799,128840,15376,6700
8954300,128840,15377,6703
8954800,128839,15378,6699
8955301,128840,15378,6701
8955801,128840,15379,6693
8956302,128837,15380,6697
8956802,128835,15381,6697
8957303,128834,15382,6695
8957803,128836,15383,6698
8958304,128836,15384,6693
8958804,128833,15385,6696
8959305,128832,15386,6693
8959805,128833,15387,6697
8960306,128832,15388,6696
8960806,128831,15389,6696
8961307,128827,15390,6696
8961807,128830,15391,6700
8962308,128827,15391,6700
8962808,128825,15392,6697
8963309,128826,15393,6699
8963809,128826,15394,6702
8964310,128824,15395,6701
8964810,128822,15396,6704
8965311,128824,15397,6700
8965811,128823,15398,6700
8966312,128821,15399,6697
8966812,128820,15400,6699
8967313,128821,15401,6703
8967813,128821,15402,6703
8968314,128819,15403,6698
8968814,128818,15404,6697
8969315,128817,15405,6699
8969815,128816,15405,6699
8970316,128817,15406,6700
8970816,128814,15407,6702
8971317,128813,15408,6702
8971817,128814,15409,6698
8972318,128814,15410,6702
8972818,128811,15411,6698
8973319,128809,15412,6700
8973819,128809,15413,6700
8974320,128809,15414,6697
8974820,128808,15415,6700
8975321,128808,15416,6701
8975821,128805,15417,6702
8976322,128805,15418,6700
8976822,128805,15418,6699
8977323,128802,15419,6698
8977823,128802,15420,6702
8978324,128803,15421,6699
8978824,128800,15422,6702
8979325,128801,15423,6699
8979825,128803,15424,6696
8980326,128798,15425,6698
8980826,128798,15426,6695
8981327,128799,15427,6693
8981827,128798,15428,6694
8982328,128797,15429,6697
8982828,128796,15429,6696
8983329,128794,15431,6697
8983829,128794,15431,6697
8984330,128794,15432,6693
8984830,128793,15433,6695
8985331,128791,15434,6696
8985831,128791,15435,6699
8986332,128791,15436,6697
8986832,128793,15437,6698
8987333,128791,15438,6700
8987833,128791,15439,6696
8988334,128790,15440,6696
8988834,128788,15441,6698
8989335,128789,15442,6696
8989835,128788,15443,6699
8990336,128786,15444,6699
8990836,128784,15444,6699
8991337,128783,15445,6698
8991837,128783,15446,6698
8992338,128782,15447,6696
8992838,128783,15448,6695
8993339,128781,15449,6698
8993839,128781,15450,6697
8994340,128778,15451,6699
8994840,128778,15452,6696
8995341,128778,15453,6697
8995841,128778,15454,6695
8996342,128776,15455,6694
8996842,128776,15456,6698
8997343,128775,15457,6700
8997843,128773,15457,6693
8998344,128773,15458,6698
8998844,128772,15459,6696
8999345,128770,15460,6695
8999845,128769,15461,6696
9000346,128769,15462,6696
9000846,128767,15463,6695
9001347,128769,15464,6696
9001847,128767,15465,6698
9002348,128767,15466,6698
9002848,128766,15467,6695
9003476,128765,15468,6693
9003976,128766,15469,6700
9004477,128763,15470,6692
9004977,128763,15471,6694
9005478,128764,15471,6694
9005978,128763,15472,6695
9006479,128761,15473,6694
9006979,128760,15474,6694
9007480,128760,15475,6697
9007980,128760,15476,6696
9008481,128759,15477,6696
9008981,128758,15478,6695
9009482,128758,15479,6697
9009982,128757,15480,6694
9010483,128756,15481,6695
9010983,128756,15482,6697
9011484,128755,15483,6695
9011984,128754,15484,6693
9012485,128754,15484,6692
9012985,128752,15485,6699
9013486,128752,15486,6698
9013986,128751,15487,6701
9014487,128750,15488,6699
9014987,128749,15489,6700
9015488,128748,15490,6697
9015988,128747,15491,6699
9016489,128746,15492,6696
9016989,128748,15493,6698
9017490,128745,15494,6699
9017990,128744,15495,6694
9018491,128744,15496,6699
9018991,128743,15497,6696
9019492,128741,15497,6700
9019992,128741,15498,6696
9020493,128739,15499,6698
9020993,128739,15500,6695
9021494,128738,15501,6702
9021994,128738,15502,6697
9022495,128737,15503,6695
9022995,128734,15504,6699
9023496,128734,15505,6700
9023996,128735,15506,6703
9024497,128733,15507,6696
9024997,128733,15508,6695
9025498,128731,15509,6696
9025998,128733,15510,6698
9026498,128729,15510,6697
9026998,128732,15511,6697
9027498,128730,15512,6700
9027998,128729,15513,6697
9028498,128728,15514,6697
9028998,128727,15515,6697
9029498,128726,15516,6697
9029998,128726,15517,6703
9030498,128725,15518,6700
9030998,128724,15519,6698
9031498,128723,15520,6697
9031998,128722,15521,6701
9032498,128722,15522,6702
9032998,128721,15523,6700
9033498,128718,15523,6701
9033998,128719,15524,6701
9034498,128718,15525,6707
9034998,128717,15526,6702
9035498,128716,15527,6700
9035998,128716,15528,6697
9036498,128714,15529,6701
9036998,128715,15530,6698
9037498,128714,15531,6701
9037998,128712,15532,6703
9038498,128713,15533,6702
9038998,128713,15534,6699
9039498,128712,15535,6702
9039998,128711,15536,6698
9040498,128710,15537,6698
9040998,128707,15537,6700
9041498,128708,15538,6698
9041998,128706,15539,6697
9042498,128707,15540,6697
9042998,128706,15541,6693
9043498,128704,15542,6698
9043998,128704,15543,6698
9044498,128706,15544,6697
9044998,128702,15545,6696
9045498,128703,15546,6697
9045998,128701,15547,6698
9046498,128702,15548,6696
9046998,128702,15549,6697
9047498,128700,15550,6700
9047998,128700,15550,6697
9048498,128700,15551,6698
9048998,128698,15552,6698
9049498,128697,15553,6701
9049998,128696,15554,6697
9050498,128693,15555,6699
9050998,128695,15556,6698
9051498,128693,15557,6694
9051998,128693,15558,6699
9052498,128692,15559,6697
9052998,128691,15560,6697
9053498,128691,15561,6693
9053998,128689,15562,6697
9054498,128689,15563,6699
9054998,128686,15563,6697
9055498,128687,15564,6697
9055998,128688,15565,6699
9056498,128685,15566,6701
9056998,128684,15567,6700
9057498,128685,15568,6699
9057998,128683,15569,6697
9058498,128683,15570,6704
9058998,128682,15571,6699
9059498,128681,15572,6698
9059998,128680,15573,6702
9060498,128678,15574,6699
9060998,128678,15575,6695
9061498,128678,15576,6699
9061998,128676,15576,6698
9062498,128675,15577,6698
9062998,128673,15578,6699
9063498,128673,15579,6697
9063998,128673,15580,6697
9064498,128673,15581,6701
9064998,128671,15582,6698
9065498,128670,15583,6699
9065998,128669,15584,6696
9066498,128668,15585,6699
9066998,128666,15586,6696
9067498,128668,15587,6697
9067998,128667,15588,6696
9068498,128665,15589,6694
9068998,128665,15589,6695
9069498,128663,15590,6694
9069998,128662,15591,6697
9070498,128662,15592,6695
9070998,128662,15593,6691
9071498,128661,15594,6695
9071998,128659,15595,6694
9072498,128660,15596,6691
9072998,128661,15597,6692
9073498,128660,15598,6695
9073998,128660,15599,6694
9074498,128657,15600,6693
9074998,128655,15601,6697
9075498,128654,15602,6694
9075998,128654,15602,6695
9076498,128653,15603,6694
9076998,128652,15604,6695
9077498,128651,15605,6697
9077998,128651,15606,6697
9078498,128650,15607,6694
9078998,128652,15608,6695
9079498,128651,15609,6697
9079998,128649,15610,6693
9080498,128646,15611,6697
9080998,128644,15612,6696
9081498,128647,15613,6697
9081998,128645,15614,6699
9082498,128643,15615,6697
9082998,128643,15615,6698
9083498,128643,15616,6696
9083998,128643,15617,6694
9084498,128642,15618,6695
9084998,128641,15619,6698
9085498,128640,15620,6699
9085998,128639,15621,6699
9086498,128637,15622,6698
9086998,128638,15623,6701
9087498,128639,15624,6696
9087998,128638,15625,6696
9088498,128637,15626,6700
9088998,128636,15627,6697
9089498,128635,15628,6696
9089998,128634,15629,6700
9090498,128634,15629,6697
9090998,128632,15630,6695
9091498,128633,15631,6698
9091998,128631,15632,6697
9092498,128631,15633,6697
9092998,128630,15634,6695
9093498,128628,15635,6698
9093998,128629,15636,6698
9094498,128627,15637,6698
9094998,128624,15638,6698
9095498,128623,15639,6698
9095998,128624,15640,6696
9096498,128623,15641,6698
9096998,128622,15642,6694
9097498,128621,15642,6697
9097998,128620,15643,6699
9098498,128622,15644,6699
9098998,128619,15645,6699
9099498,128617,15646,6700
9099998,128616,15647,6698
9100498,128615,15648,6698
9100998,128615,15649,6698
9101498,128614,15650,6698
9101998,128615,15651,6697
9102498,128614,15652,6697
9102998,128612,15653,6698
9103498,128613,15654,6694
9103998,128611,15655,6696
9104498,128611,15655,6693
9104998,128610,15656,6695
9105498,128610,15657,6693
9105998,128610,15658,6694
9106498,128610,15659,6696
9106998,128607,15660,6697
9107498,128606,15661,6694
9107998,128605,15662,6695
9108498,128606,15663,6697
9108998,128606,15664,6695
9109498,128604,15665,6692
9109998,128601,15666,6693
9110498,128602,15667,6699
9110998,128602,15668,6694
9111498,128602,15668,6695
9111998,128599,15669,6697
9112498,128599,15670,6699
9112998,128599,15671,6695
9113498,128599,15672,6690
9113998,128599,15673,6694
9114498,128599,15674,6696
9114998,128596,15675,6692
9115498,128596,15676,6695
9115998,128595,15677,6696
9116498,128595,15678,6694
9116998,128593,15679,6699
9117498,128592,15680,6697
9117998,128591,15681,6697
9118498,128591,15681,6696
9118998,128589,15682,6693
9119498,128589,15683,6694
9119998,128589,15684,6691
9120498,128587,15685,6691
9120998,128587,15686,6695
9121498,128587,15687,6699
9121998,128586,15688,6698
9122498,128585,15689,6697
9122998,128583,15690,6698
9123498,128584,15691,6696
9123998,128583,15692,6700
9124498,128582,15693,6701
9124998,128582,15694,6697
9125498,128581,15694,6704
9125998,128581,15695,6696
9126498,128582,15696,6698
9126998,128580,15697,6701
9127498,128582,15698,6699
9127998,128579,15699,6704
9128498,128578,15700,6703
9128998,128577,15701,6702
9129498,128575,15702,6695
9129998,128575,15703,6696
9130498,128575,15704,6697
9130998,128572,15705,6695
9131498,128572,15705,6696
9131998,128573,15706,6698
9132498,128571,15707,6696
9132998,128569,15708,6699
9133498,128570,15709,6704
9133998,128568,15710,6698
9134498,128566,15711,6696
9134998,128566,15712,6699
9135498,128565,15713,6698
9135998,128566,15714,6700
9136498,128566,15715,6695
9136998,128563,15716,6695
9137498,128562,15717,6695
9137998,128562,15718,6695
9138498,128560,15718,6695
9138998,128561,15719,6696
9139498,128563,15720,6699
9139998,128562,15721,6697
9140498,128558,15722,6696
9140998,128558,15723,6693
9141498,128557,15724,6700
9141998,128556,15725,6695
9142498,128555,15726,6697
9142998,128554,15727,6699
9143498,128554,15728,6696
9143998,128553,15729,6698
9144498,128553,15730,6699
9144998,128553,15731,6698
9145498,128551,15731,6695
9145998,128551,15732,6698
9146498,128549,15733,6696
9146998,128547,15734,6698
9147498,128547,15735,6696
9147998,128547,15736,6693
9148498,128546,15737,6698
9148998,128545,15738,6698
9149498,128545,15739,6699
9149998,128544,15740,6694
9150498,128544,15741,6694
9150998,128542,15742,6695
9151498,128540,15743,6697
9151998,128538,15744,6695
9152498,128539,15744,6700
9152998,128537,15745,6696
9153498,128535,15746,6696
9153998,128535,15747,6697
9154498,128534,15748,6694
9154998,128534,15749,6698
9155498,128535,15750,6697
9155998,128533,15751,6700
9156498,128533,15752,6698
9156998,128531,15753,6697
9157498,128533,15754,6697
9157998,128531,15755,6693
9158498,128532,15756,6697
9158998,128530,15757,6693
9159498,128530,15758,6697
9159998,128527,15758,6694
9160498,128526,15759,6695
9160998,128527,15760,6695
9161498,128526,15761,6693
9161998,128525,15762,6694
9162498,128523,15763,6691
9162998,128523,15764,6692
9163498,128523,15765,6697
9163998,128523,15766,6694
9164498,128522,15767,6694
9164998,128522,15768,6692
9165498,128521,15769,6691
9165998,128521,15770,6694
9166498,128520,15771,6695
9166998,128517,15771,6697
9167498,128517,15772,6701
9167998,128518,15773,6698
9168498,128517,15774,6696
9168998,128514,15775,6692
9169498,128513,15776,6697
9169998,128514,15777,6696
9170498,128513,15778,6697
9170998,128511,15779,6700
9171498,128511,15780,6699
9171998,128510,15781,6696
9172498,128510,15782,6695
9172998,128511,15783,6693
9173498,128509,15784,6689
9173998,128508,15784,6694
9174498,128507,15785,6692
9174998,128507,15786,6692
9175498,128507,15787,6695
9175998,128506,15788,6694
9176498,128505,15789,6694
9176998,128504,15790,6694
9177498,128505,15791,6694
9177998,128502,15792,6699
9178498,128501,15793,6697
9178998,128499,15794,6694
9179498,128499,15795,6694
9179998,128499,15796,6700
9180498,128496,15797,6691
9180998,128496,15797,6696
9181498,128496,15798,6696
9181998,128494,15799,6695
9182498,128494,15800,6696
9182998,128492,15801,6692
9183498,128493,15802,6695
9183998,128490,15803,6695
9184498,128489,15804,6694
9184998,128489,15805,6695
9185498,128489,15806,6696
9185998,128490,15807,6696
9186498,128489,15808,6695
9186998,128488,15809,6697
9187498,128487,15810,6698
9187998,128487,15810,6693
9188498,128485,15811,6697
9188998,128485,15812,6692
9189498,128487,15813,6696
9189998,128485,15814,6697
9190498,128484,15815,6693
9190998,128479,15816,6695
9191498,128480,15817,6693
9191998,128481,15818,6696
9192498,128481,15819,6692
9192998,128480,15820,6695
9193498,128480,15821,6689
9193998,128478,15822,6696
9194498,128478,15823,6693
9194998,128477,15823,6691
9195498,128476,15824,6695
9195998,128475,15825,6692
9196498,128474,15826,6692
9196998,128475,15827,6691
9197498,128473,15828,6692
9197998,128470,15829,6692
9198498,128472,15830,6691
9198998,128470,15831,6693
9199498,128469,15832,6693
9199998,128469,15833,6693
9200498,128468,15834,6694
9200998,128468,15835,6689
9201498,128466,15836,6693
9201998,128465,15836,6694
9202498,128464,15837,6696
9202998,128466,15838,6695
9203498,128465,15839,6696
9203998,128462,15840,6695
9204498,128463,15841,6691
9204998,128462,15842,6692
9205498,128462,15843,6694
9205998,128460,15844,6692
9206498,128459,15845,6691
9206998,128460,15846,6690
9207498,128458,15847,6691
9207998,128457,15848,6691
9208498,128455,15849,6690
9208998,128455,15849,6693
9209498,128452,15850,6689
9209998,128452,15851,6688
9210498,128453,15852,6691
9210998,128448,15853,6688
9211498,128450,15854,6688
9211998,128450,15855,6687
9212498,128448,15856,6691
9212998,128447,15857,6691
9213498,128446,15858,6691
9213998,128446,15859,6690
9214498,128446,15860,6684
9214998,128444,15861,6687
9215498,128445,15862,6689
9215998,128444,15862,6692
9216498,128442,15863,6689
9216998,128442,15864,6689
9217498,128442,15865,6689
9217998,128443,15866,6693
9218498,128441,15867,6687
9218998,128440,15868,6689
9219498,128438,15869,6688
9219998,128438,15870,6689
9220498,128437,15871,6694
9220998,128438,15872,6690
9221498,128436,15873,6690
9221998,128434,15874,6690
9222498,128434,15875,6691
9222998,128433,15875,6693
9223498,128432,15876,6695
9223998,128431,15877,6692
9224498,128431,15878,6694
9224998,128431,15879,6690
9225498,128430,15880,6693
9225998,128429,15881,6692
9226498,128428,15882,6692
9226998,128428,15883,6690
9227498,128427,15884,6691
9227998,128426,15885,6690
9228498,128425,15886,6690
9228998,128425,15886,6689
9229498,128426,15887,6695
9229998,128424,15888,6695
9230498,128423,15889,6692
9230998,128422,15890,6692
9231498,128420,15891,6692
9231998,128419,15892,6694
9232498,128419,15893,6693
9232998,128419,15894,6689
9233498,128420,15895,6691
9233998,128416,15896,6692
9234498,128415,15897,6693
9234998,128415,15898,6690
9235498,128414,15899,6695
9235998,128414,15899,6688
9236498,128414,15900,6688
9236998,128413,15901,6690
9237498,128411,15902,6691
9237998,128410,15903,6691
9238498,128409,15904,6695
9238998,128409,15905,6694
9239498,128409,15906,6693
9239998,128408,15907,6690
9240498,128408,15908,6693
9240998,128407,15909,6694
9241498,128406,15910,6695
9241998,128405,15911,6694
9242498,128404,15912,6692
9242998,128405,15912,6689
9243498,128403,15913,6694
9243998,128404,15914,6692
9244498,128402,15915,6695
9244998,128401,15916,6692
9245498,128399,15917,6693
9245998,128398,15918,6694
9246498,128397,15919,6695
9246998,128398,15920,6692
9247498,128396,15921,6693
9247998,128397,15922,6694
9248498,128397,15923,6694
9248998,128394,15924,6691
9249498,128394,15925,6689
9249998,128392,15925,6693
9250498,128394,15926,6694
9250998,128392,15927,6694
9251498,128391,15928,6694
9251998,128391,15929,6694
9252498,128389,15930,6693
9252998,128388,15931,6690
9253498,128386,15932,6693
9253998,128386,15933,6695
9254498,128385,15934,6689
9254998,128383,15935,6694
9255498,128384,15936,6693
9255998,128384,15937,6690
9256498,128382,15938,6693
9256998,128383,15938,6692
9257498,128382,15939,6692
9257998,128380,15940,6695
9258498,128380,15941,6690
9258998,128381,15942,6692
9259498,128381,15943,6691
9259998,128378,15944,6692
9260498,128378,15945,6693
9260998,128376,15946,6690
9261498,128377,15947,6692
9261998,128375,15948,6690
9262498,128375,15949,6697
9262998,128374,15950,6693
9263498,128373,15951,6695
9263998,128371,15951,6696
9264498,128373,15952,6694
9264998,128371,15953,6696
9265498,128370,15954,6696
9265998,128370,15955,6696
9266498,128371,15956,6695
9266998,128368,15957,6695
9267498,128367,15958,6692
9267998,128366,15959,6689
9268498,128366,15960,6695
9268998,128366,15961,6698
9269498,128365,15962,6698
9269998,128364,15963,6697
9270498,128362,15964,6699
9270998,128361,15964,6696
9271498,128361,15965,6694
9271998,128359,15966,6700
9272498,128360,15967,6703
9272998,128358,15968,6699
9273498,128358,15969,6693
9273998,128359,15970,6691
9274498,128358,15971,6694
9274998,128355,15972,6695
9275498,128356,15973,6691
9275998,128354,15974,6695
9276498,128353,15975,6696
9276998,128354,15976,6697
9277498,128352,15977,6697
9277998,128350,15977,6698
9278498,128351,15978,6700
9278998,128351,15979,6700
9279498,128352,15980,6699
9279998,128350,15981,6693
9280498,128348,15982,6698
9280998,128348,15983,6694
9281498,128345,15984,6696
9281998,128345,15985,6694
9282498,128345,15986,6698
9282998,128344,15987,6695
9283498,128343,15988,6697
9283998,128342,15989,6692
9284498,128341,15990,6695
9284998,128340,15991,6698
9285498,128340,15991,6697
9285998,128337,15992,6701
9286498,128339,15993,6694
9286998,128337,15994,6692
9287498,128337,15995,6697
9287998,128338,15996,6693
9288498,128335,15997,6696
9288998,128336,15998,6697
9289498,128334,15999,6693
9289998,128333,16000,6696
9290498,128331,16001,6691
9290998,128331,16002,6695
9291498,128330,16003,6696
9291998,128329,16004,6692
9292498,128330,16004,6696
9292998,128329,16005,6693
9293498,128329,16006,6695
9293998,128327,16007,6693
9294498,128329,16008,6696
9294998,128326,16009,6694
9295498,128325,16010,6696
9295998,128326,16011,6694
9296498,128322,16012,6696
9296998,128322,16013,6694
9297498,128321,16014,6695
9297998,128321,16015,6698
9298498,128322,16016,6696
9298998,128319,16017,6696
9299498,128320,16017,6694
9299998,128320,16018,6699
9300498,128319,16019,6697
9300998,128317,16020,6697
9301498,128316,16021,6697
9301998,128317,16022,6698
9302498,128315,16023,6699
9302998,128316,16024,6696
9303498,128313,16025,6698
9303998,128312,16026,6696
9304498,128310,16027,6699
9304998,128311,16028,6696
9305498,128309,16029,6697
9305998,128309,16030,6698
9306498,128307,16030,6699
9306998,128308,16031,6695
9307498,128305,16032,6695
9307998,128304,16033,6693
9308498,128306,16034,6695
9308998,128306,16035,6695
9309498,128304,16036,6695
9309998,128304,16037,6695
9310498,128304,16038,6691
9310998,128302,16039,6695
9311498,128300,16040,6692
9311998,128300,16041,6694
9312498,128300,16042,6696
9312998,128298,16043,6690
9313498,128298,16043,6690
9313998,128298,16044,6693
9314498,128297,16045,6692
9314998,128296,16046,6694
9315498,128296,16047,6690
9315998,128295,16048,6691
9316498,128296,16049,6694
9316998,128293,16050,6687
9317498,128293,16051,6690
9317998,128292,16052,6695
9318498,128291,16053,6694
9318998,128290,16054,6694
9319498,128290,16055,6695
9319998,128288,16056,6695
9320498,128289,16056,6694
9320998,128286,16057,6692
9321498,128287,16058,6698
9321998,128285,16059,6691
9322498,128287,16060,6695
9323498,128283,16062,6694
9323998,128282,16063,6694
9324498,128283,16064,6699
9324998,128279,16065,6694
9325498,128279,16066,6697
9325998,128280,16067,6699
9326498,128278,16068,6696
9326998,128277,16068,6697
9327498,128276,16069,6693
9327998,128274,16070,6695
9328498,128274,16071,6695
9328998,128274,16072,6698
9329498,128273,16073,6700
9329998,128272,16074,6696
9330498,128271,16075,6700
9330998,128271,16076,6695
9331498,128270,16077,6696
9331998,128270,16078,6694
9332498,128267,16079,6698
9332998,128269,16080,6696
