time,v,bsoc,i
4627203,135142,7340,6697
4627703,135142,7341,6699
4628203,135141,7342,6698
4628703,135138,7343,6699
4629203,135139,7344,6695
4629703,135139,7345,6696
4630203,135138,7346,6699
4630703,135137,7347,6697
4631203,135137,7348,6699
4631703,135136,7349,6696
4632203,135133,7350,6701
4632703,135132,7350,6698
4633203,135131,7351,6700
4633703,135130,7352,6703
4634203,135130,7353,6703
4634703,135127,7354,6701
4635203,135128,7355,6701
4635703,135127,7356,6700
4636203,135126,7357,6700
4636703,135125,7358,6700
4637203,135124,7359,6701
4637703,135125,7360,6704
4638203,135123,7361,6702
4638703,135122,7362,6703
4639203,135120,7363,6702
4639703,135120,7363,6703
4640203,135121,7364,6701
4640703,135120,7365,6703
4641203,135120,7366,6701
4641703,135118,7367,6702
4642203,135117,7368,6707
4642703,135115,7369,6704
4643203,135113,7370,6706
4643703,135114,7371,6705
4644203,135114,7372,6699
4644703,135113,7373,6705
4645203,135113,7374,6705
4645703,135113,7375,6705
4646203,135110,7376,6703
4646703,135107,7376,6705
4647203,135108,7377,6704
4647703,135106,7378,6700
4648203,135105,7379,6700
4648703,135105,7380,6701
4649203,135103,7381,6700
4649703,135101,7382,6699
4650203,135102,7383,6706
4650703,135100,7384,6704
4651203,135099,7385,6700
4651703,135099,7386,6702
4652203,135098,7387,6702
4652703,135097,7388,6703
4653203,135098,7389,6706
4653703,135097,7390,6705
4654203,135096,7390,6699
4654703,135096,7391,6703
4655203,135095,7392,6701
4655703,135094,7393,6704
4656203,135094,7394,6701
4656703,135093,7395,6698
4657203,135091,7396,6699
4657703,135090,7397,6700
4658203,135090,7398,6701
4658703,135090,7399,6699
4659203,135087,7400,6707
4659703,135087,7401,6702
4660203,135087,7402,6704
4660703,135086,7403,6700
4661203,135084,7403,6700
4661703,135084,7404,6699
4662203,135084,7405,6698
4662703,135083,7406,6703
4663203,135082,7407,6704
4663703,135080,7408,6702
4664203,135080,7409,6701
4664703,135080,7410,6697
4665203,135079,7411,6701
4665703,135079,7412,6698
4666203,135077,7413,6701
4666703,135074,7414,6706
4667203,135073,7415,6701
4667703,135073,7416,6702
4668203,135075,7416,6701
4668703,135072,7417,6698
4669203,135074,7418,6702
4669703,135073,7419,6702
4670203,135071,7420,6701
4670703,135071,7421,6702
4671203,135069,7422,6704
4671703,135070,7423,6698
4672203,135068,7424,6696
4672703,135067,7425,6695
4673203,135067,7426,6699
4673703,135065,7427,6694
4674203,135065,7428,6700
4674703,135064,7429,6698
4675203,135065,7430,6702
4675703,135062,7430,6698
4676203,135060,7431,6698
4676703,135062,7432,6701
4677203,135062,7433,6702
4677703,135060,7434,6706
4678203,135058,7435,6706
4678703,135057,7436,6702
4679203,135058,7437,6704
4679703,135059,7438,6707
4680203,135056,7439,6706
4680703,135054,7440,6706
4681203,135055,7440,6707
4681703,135055,7441,6704
4682203,135053,7442,6699
4682703,135052,7443,6701
4683203,135052,7444,6705
4683703,135050,7445,6701
4684203,135048,7446,6704
4684703,135049,7447,6701
4685203,135047,7448,6704
4685703,135047,7449,6705
4686203,135046,7450,6699
4686703,135042,7451,6700
4687203,135043,7452,6700
4687703,135044,7453,6697
4688203,135043,7454,6702
4688703,135042,7454,6701
4689203,135040,7455,6701
4689703,135040,7456,6702
4690203,135038,7457,6698
4690703,135040,7458,6701
4691203,135038,7459,6699
4691703,135038,7460,6700
4692203,135035,7461,6697
4692703,135035,7462,6701
4693203,135036,7463,6700
4693703,135031,7464,6698
4694203,135031,7465,6700
4694703,135031,7466,6698
4695203,135031,7467,6699
4695703,135029,7467,6698
4696203,135030,7468,6703
4696703,135029,7469,6702
4697203,135029,7470,6700
4697703,135027,7471,6701
4698203,135026,7472,6699
4698703,135026,7473,6701
4699203,135025,7474,6699
4699703,135024,7475,6701
4700203,135023,7476,6698
4700703,135021,7477,6698
4701203,135019,7478,6701
4701703,135020,7479,6700
4702203,135019,7480,6697
4702703,135018,7480,6698
4703203,135017,7481,6702
4703703,135016,7482,6701
4704203,135014,7483,6703
4704703,135016,7484,6699
4705203,135015,7485,6699
4705703,135014,7486,6696
4706203,135014,7487,6698
4706703,135011,7488,6698
4707203,135009,7489,6697
4707703,135009,7490,6699
4708203,135007,7491,6699
4708703,135007,7492,6700
4709203,135007,7493,6696
4709703,135006,7494,6700
4710203,135007,7494,6700
4710703,135004,7495,6698
4711203,135004,7496,6699
4711703,135001,7497,6701
4712203,135001,7498,6695
4712703,135003,7499,6696
4713203,135000,7500,6699
4713703,134998,7501,6696
4714203,134999,7502,6698
4714703,134998,7503,6694
4715203,134998,7504,6696
4715703,134997,7505,6694
4716203,134996,7506,6699
4716703,134996,7507,6696
4717203,134995,7507,6697
4717703,134995,7508,6698
4718203,134994,7509,6698
4718703,134994,7510,6693
4719203,134992,7511,6696
4719703,134992,7512,6696
4720203,134990,7513,6694
4720703,134991,7514,6693
4721203,134988,7515,6693
4721703,134989,7516,6693
4722203,134985,7517,6692
4722703,134985,7518,6690
4723203,134985,7519,6696
4723703,134985,7520,6695
4724203,134983,7520,6696
4724703,134982,7521,6691
4725203,134981,7522,6694
4725703,134981,7523,6699
4726203,134980,7524,6694
4726703,134980,7525,6692
4727203,134977,7526,6691
4727703,134976,7527,6695
4728203,134976,7528,6696
4728703,134974,7529,6699
4729203,134971,7530,6697
4729703,134971,7531,6700
4730203,134971,7532,6695
4730703,134972,7533,6695
4731203,134973,7533,6697
4731703,134969,7534,6695
4732203,134968,7535,6696
4732703,134970,7536,6695
4733203,134968,7537,6697
4733703,134967,7538,6694
4734203,134968,7539,6697
4734703,134966,7540,6692
4735203,134966,7541,6696
4735703,134964,7542,6697
4736203,134964,7543,6696
4736703,134961,7544,6693
4737203,134961,7545,6694
4737703,134961,7546,6700
4738203,134960,7546,6698
4738703,134959,7547,6696
4739203,134959,7548,6701
4739703,134959,7549,6697
4740203,134959,7550,6695
4740703,134957,7551,6694
4741203,134957,7552,6699
4741703,134955,7553,6694
4742203,134955,7554,6693
4742703,134952,7555,6698
4743203,134952,7556,6694
4743703,134952,7557,6697
4744203,134951,7558,6700
4744703,134952,7559,6700
4745203,134950,7559,6697
4745703,134950,7560,6701
4746203,134950,7561,6699
4746703,134949,7562,6700
4747203,134946,7563,6697
4747703,134945,7564,6696
4748203,134944,7565,6701
4748703,134943,7566,6697
4749203,134942,7567,6694
4749703,134942,7568,6696
4750203,134942,7569,6697
4750703,134940,7570,6702
4751203,134938,7571,6703
4751703,134939,7572,6698
4752203,134940,7572,6701
4752703,134940,7573,6702
4753203,134937,7574,6702
4753703,134937,7575,6698
4754203,134936,7576,6697
4754703,134934,7577,6696
4755203,134933,7578,6699
4755703,134932,7579,6695
4756203,134932,7580,6698
4756703,134932,7581,6705
4757203,134928,7582,6697
4757703,134929,7583,6699
4758203,134927,7584,6703
4758703,134929,7585,6701
4759203,134927,7586,6703
4759703,134927,7586,6700
4760203,134925,7587,6700
4760703,134923,7588,6697
4761203,134921,7589,6698
4761703,134922,7590,6697
4762203,134921,7591,6701
4762703,134921,7592,6702
4763203,134920,7593,6699
4763703,134920,7594,6703
4764203,134920,7595,6698
4764703,134917,7596,6700
4765203,134917,7597,6698
4765703,134916,7598,6697
4766203,134914,7599,6694
4766703,134914,7599,6701
4767203,134912,7600,6696
4767703,134912,7601,6699
4768203,134912,7602,6699
4768703,134909,7603,6697
4769203,134911,7604,6698
4769703,134910,7605,6698
4770203,134909,7606,6696
4770703,134908,7607,6695
4771203,134908,7608,6697
4771703,134906,7609,6699
4772203,134905,7610,6700
4772703,134905,7611,6699
4773203,134905,7612,6699
4773703,134902,7612,6696
4774203,134902,7613,6698
4774703,134901,7614,6696
4775203,134902,7615,6699
4775703,134900,7616,6697
4776203,134899,7617,6694
4776703,134897,7618,6695
4777203,134898,7619,6693
4777703,134896,7620,6698
4778203,134895,7621,6698
4778703,134896,7622,6698
4779203,134894,7623,6698
4779703,134894,7624,6696
4780203,134892,7625,6693
4780703,134893,7625,6694
4781203,134891,7626,6695
4781703,134892,7627,6693
4782203,134891,7628,6697
4782703,134887,7629,6696
4783203,134888,7630,6695
4783703,134890,7631,6694
4784203,134889,7632,6696
4784703,134886,7633,6695
4785203,134886,7634,6693
4785703,134885,7635,6697
4786203,134885,7636,6698
4786703,134883,7637,6698
4787203,134883,7638,6697
4787703,134883,7638,6693
4788203,134882,7639,6695
4788703,134880,7640,6699
4789203,134880,7641,6696
4789703,134879,7642,6697
4790203,134878,7643,6694
4790703,134877,7644,6698
4791203,134875,7645,6699
4791703,134875,7646,6697
4792203,134876,7647,6698
4792703,134873,7648,6696
4793203,134872,7649,6694
4793703,134872,7650,6698
4794203,134870,7651,6701
4794703,134869,7652,6698
4795203,134868,7652,6697
4795703,134869,7653,6698
4796203,134868,7654,6694
4796703,134867,7655,6697
4797203,134867,7656,6694
4797703,134864,7657,6696
4798203,134863,7658,6695
4798703,134863,7659,6694
4799203,134862,7660,6694
4799703,134862,7661,6699
4800203,134861,7662,6700
4800703,134860,7663,6698
4801203,134859,7664,6695
4801900,134859,7665,6701
4802400,134857,7666,6696
4802900,134856,7667,6696
4803400,134853,7667,6697
4803900,134854,7668,6697
4804400,134854,7669,6698
4804900,134852,7670,6696
4805400,134853,7671,6696
4805900,134852,7672,6697
4806400,134853,7673,6697
4806900,134850,7674,6697
4807400,134849,7675,6692
4807900,134847,7676,6696
4808400,134849,7677,6699
4808900,134848,7678,6695
4809400,134843,7679,6694
4809900,134845,7680,6693
4810400,134843,7680,6691
4810900,134843,7681,6695
4811400,134841,7682,6692
4811900,134841,7683,6693
4812400,134840,7684,6695
4812900,134839,7685,6694
4813400,134839,7686,6699
4813900,134838,7687,6698
4814400,134835,7688,6699
4814900,134835,7689,6695
4815400,134834,7690,6688
4815900,134834,7691,6693
4816400,134835,7692,6691
4816900,134833,7693,6690
4817400,134834,7694,6696
4817900,134832,7694,6695
4818400,134830,7695,6691
4818900,134831,7696,6694
4819400,134830,7697,6695
4819900,134829,7698,6696
4820400,134828,7699,6698
4820900,134829,7700,6700
4821400,134828,7701,6700
4821900,134827,7702,6699
4822400,134826,7703,6697
4822900,134824,7704,6700
4823400,134823,7705,6697
4823900,134824,7706,6694
4824400,134823,7707,6697
4824900,134821,7707,6699
4825400,134821,7708,6693
4825900,134818,7709,6693
4826400,134818,7710,6696
4826900,134817,7711,6697
4827400,134816,7712,6696
4827900,134817,7713,6695
4828400,134814,7714,6695
4828900,134814,7715,6694
4829400,134814,7716,6697
4829900,134812,7717,6700
4830400,134812,7718,6693
4830900,134812,7719,6693
4831400,134810,7720,6690
4831900,134811,7720,6697
4832400,134809,7721,6695
4832900,134806,7722,6695
4833400,134807,7723,6696
4833900,134807,7724,6697
4834400,134806,7725,6692
4834900,134804,7726,6697
4835400,134805,7727,6699
4835900,134803,7728,6698
4836400,134802,7729,6700
4836900,134804,7730,6699
4837400,134800,7731,6701
4837900,134799,7732,6696
4838400,134800,7733,6696
4838900,134798,7733,6697
4839400,134798,7734,6697
4839900,134795,7735,6698
4840400,134795,7736,6692
4840900,134795,7737,6698
4841400,134795,7738,6698
4841900,134796,7739,6691
4842400,134793,7740,6694
4842900,134792,7741,6693
4843400,134791,7742,6695
4843900,134790,7743,6696
4844400,134788,7744,6694
4844900,134787,7745,6696
4845400,134788,7746,6692
4845900,134787,7746,6698
4846400,134786,7747,6699
4846900,134786,7748,6700
4847400,134786,7749,6700
4847900,134784,7750,6703
4848400,134784,7751,6698
4848900,134783,7752,6700
4849400,134783,7753,6702
4849900,134781,7754,6697
4850400,134779,7755,6696
4850900,134778,7756,6696
4851400,134778,7757,6698
4851900,134780,7758,6697
4852400,134779,7759,6700
4852900,134777,7759,6702
4853400,134777,7760,6702
4853900,134776,7761,6701
4854400,134773,7762,6700
4854900,134774,7763,6702
4855400,134773,7764,6699
4855900,134773,7765,6699
4856400,134771,7766,6697
4856900,134769,7767,6705
4857400,134770,7768,6703
4857900,134768,7769,6697
4858400,134770,7770,6701
4858900,134768,7771,6700
4859400,134767,7772,6704
4859900,134766,7773,6696
4860400,134764,7773,6698
4860900,134766,7774,6702
4861400,134766,7775,6703
4861900,134763,7776,6698
4862400,134763,7777,6699
4862900,134761,7778,6701
4863400,134760,7779,6699
4863900,134760,7780,6695
4864400,134759,7781,6696
4864900,134758,7782,6700
4865400,134758,7783,6700
4865900,134758,7784,6698
4866400,134756,7785,6698
4866900,134755,7786,6698
4867400,134755,7786,6700
4867900,134753,7787,6700
4868400,134751,7788,6697
4868900,134751,7789,6698
4869400,134752,7790,6699
4869900,134749,7791,6700
4870400,134748,7792,6701
4870900,134749,7793,6696
4871400,134749,7794,6695
4871900,134746,7795,6695
4872400,134746,7796,6696
4872900,134744,7797,6699
4873400,134743,7798,6696
4873900,134744,7799,6698
4874400,134742,7799,6696
4874900,134741,7800,6699
4875400,134740,7801,6700
4875900,134740,7802,6697
4876400,134740,7803,6698
4876900,134738,7804,6693
4877400,134737,7805,6697
4877900,134737,7806,6700
4878400,134736,7807,6697
4878900,134734,7808,6701
4879400,134732,7809,6698
4879900,134735,7810,6697
4880400,134734,7810,6701
4880900,134733,7811,6700
4881400,134732,7812,6702
4881900,134732,7813,6704
4882400,134732,7814,6708
4882900,134730,7815,6704
4883400,134730,7816,6703
4883900,134728,7817,6706
4884400,134728,7818,6702
4884900,134726,7819,6702
4885400,134725,7820,6701
4885900,134724,7821,6698
4886400,134722,7822,6699
4886900,134722,7823,6702
4887400,134721,7823,6699
4887900,134721,7824,6697
4888400,134721,7825,6699
4888900,134720,7826,6702
4889400,134721,7827,6701
4889900,134720,7828,6700
4890400,134718,7829,6701
4890900,134718,7830,6705
4891400,134716,7831,6703
4891900,134716,7832,6701
4892400,134716,7833,6704
4892900,134715,7834,6705
4893400,134714,7835,6701
4893900,134712,7836,6705
4894400,134711,7836,6700
4894900,134711,7837,6699
4895400,134710,7838,6703
4895900,134708,7839,6703
4896400,134706,7840,6700
4896900,134706,7841,6699
4897400,134705,7842,6701
4897900,134706,7843,6702
4898400,134705,7844,6703
4898900,134704,7845,6702
4899400,134702,7846,6699
4899900,134703,7847,6700
4900400,134703,7848,6700
4900900,134700,7849,6697
4901400,134700,7850,6698
4901900,134700,7850,6699
4902400,134699,7851,6700
4902900,134697,7852,6698
4903400,134696,7853,6700
4903900,134695,7854,6694
4904400,134694,7855,6698
4904900,134694,7856,6701
4905400,134693,7857,6700
4905900,134691,7858,6698
4906400,134692,7859,6703
4906900,134690,7860,6701
4907400,134690,7861,6696
4907900,134689,7862,6700
4908400,134687,7863,6704
4908900,134688,7863,6700
4909400,134688,7864,6705
4909900,134686,7865,6705
4910400,134686,7866,6701
4910900,134683,7867,6700
4911400,134685,7868,6701
4911900,134684,7869,6699
4912400,134682,7870,6700
4912900,134682,7871,6699
4913400,134682,7872,6696
4913900,134680,7873,6700
4914400,134678,7874,6698
4914900,134676,7875,6699
4915400,134678,7876,6699
4915900,134676,7876,6704
4916400,134677,7877,6699
4916900,134676,7878,6696
4917400,134674,7879,6697
4917900,134675,7880,6699
4918400,134673,7881,6697
4918900,134672,7882,6694
4919400,134674,7883,6698
4919900,134671,7884,6696
4920400,134671,7885,6694
4920900,134670,7886,6696
4921400,134669,7887,6695
4921900,134668,7888,6699
4922400,134666,7889,6696
4922900,134665,7889,6701
4923400,134666,7890,6696
4923900,134664,7891,6698
4924400,134664,7892,6696
4924900,134663,7893,6698
4925400,134662,7894,6697
4925900,134661,7895,6698
4926400,134660,7896,6697
4926900,134660,7897,6701
4927400,134658,7898,6698
4927900,134658,7899,6703
4928400,134656,7900,6701
4928900,134655,7901,6700
4929400,134656,7902,6699
4929900,134655,7903,6699
4930400,134655,7903,6700
4930900,134652,7904,6701
4931400,134652,7905,6699
4931900,134651,7906,6700
4932400,134652,7907,6701
4932900,134652,7908,6701
4933400,134651,7909,6695
4933900,134648,7910,6699
4934400,134647,7911,6698
4934900,134647,7912,6702
4935400,134647,7913,6700
4935900,134644,7914,6696
4936400,134646,7915,6697
4936900,134645,7916,6698
4937400,134644,7916,6699
4937900,134642,7917,6697
4938400,134641,7918,6697
4938900,134639,7919,6696
4939400,134639,7920,6702
4939900,134639,7921,6699
4940400,134638,7922,6697
4940900,134638,7923,6697
4941400,134637,7924,6695
4941900,134638,7925,6702
4942400,134635,7926,6698
4942900,134634,7927,6695
4943400,134635,7928,6696
4943900,134633,7929,6696
4944400,134634,7929,6695
4944900,134632,7930,6695
4945400,134632,7931,6697
4945900,134630,7932,6698
4946400,134631,7933,6696
4946900,134631,7934,6699
4947400,134629,7935,6696
4947900,134629,7936,6695
4948400,134628,7937,6698
4948900,134626,7938,6702
4949400,134626,7939,6702
4949900,134624,7940,6705
4950400,134623,7941,6703
4950900,134624,7942,6699
4951400,134622,7942,6699
4951900,134621,7943,6696
4952400,134620,7944,6698
4952900,134621,7945,6701
4953400,134618,7946,6702
4953900,134618,7947,6699
4954400,134617,7948,6700
4954900,134619,7949,6703
4955400,134616,7950,6702
4955900,134616,7951,6700
4956900,134613,7953,6699
4957400,134614,7954,6701
4957900,134613,7955,6697
4958400,134610,7955,6704
4958900,134610,7956,6703
4959400,134609,7957,6706
4959900,134610,7958,6705
4960400,134608,7959,6706
4960900,134608,7960,6706
4961400,134607,7961,6704
4961900,134606,7962,6702
4962400,134604,7963,6704
4962900,134606,7964,6705
4963400,134604,7965,6699
4963900,134605,7966,6703
4964400,134603,7967,6701
4964900,134601,7968,6696
4965400,134602,7969,6703
4965900,134599,7969,6704
4966400,134599,7970,6701
4966900,134598,7971,6702
4967400,134599,7972,6702
4967900,134599,7973,6704
4968400,134596,7974,6701
4968900,134593,7975,6699
4969400,134596,7976,6702
4969900,134593,7977,6699
4970400,134592,7978,6706
4970900,134591,7979,6703
4971400,134590,7980,6700
4971900,134588,7981,6701
4972400,134589,7982,6699
4972900,134587,7982,6696
4973400,134588,7983,6699
4973900,134590,7984,6699
4974400,134588,7985,6702
4974900,134587,7986,6703
4975400,134587,7987,6698
4975900,134583,7988,6701
4976400,134583,7989,6693
4977400,134584,7991,6694
4977900,134583,7992,6698
4978400,134582,7993,6695
4978900,134579,7994,6694
4979400,134579,7995,6693
4979900,134578,7995,6696
4980400,134578,7996,6699
4980900,134576,7997,6697
4981400,134574,7998,6700
4981900,134575,7999,6696
4982400,134574,8000,6701
4982900,134573,8001,6701
4983400,134572,8002,6701
4983900,134571,8003,6701
4984400,134571,8004,6697
4984900,134571,8005,6698
4985400,134569,8006,6701
4985900,134569,8007,6701
4986400,134566,8008,6700
4986900,134567,8009,6699
4987400,134567,8009,6701
4987900,134565,8010,6697
4988400,134565,8011,6696
4988900,134565,8012,6697
4989400,134563,8013,6700
4989900,134562,8014,6697
4990400,134560,8015,6698
4990900,134559,8016,6695
4991400,134559,8017,6699
4991900,134559,8018,6696
4992400,134560,8019,6697
4992900,134559,8020,6695
4993400,134558,8021,6699
4993900,134557,8022,6700
4994400,134557,8022,6699
4994900,134557,8023,6703
4995400,134556,8024,6699
4995900,134555,8025,6699
4996400,134554,8026,6698
4996900,134553,8027,6701
4997400,134551,8028,6699
4997900,134550,8029,6697
4998400,134548,8030,6693
4998900,134548,8031,6694
4999400,134547,8032,6696
4999900,134545,8033,6696
5000400,134544,8034,6699
5000900,134545,8035,6696
5001400,134544,8035,6698
5001900,134543,8036,6699
5002400,134543,8037,6697
5002900,134543,8038,6697
5003400,134541,8039,6693
5003900,134538,8040,6701
5004400,134538,8041,6696
5004900,134537,8042,6699
5005400,134538,8043,6699
5005900,134534,8044,6698
5006400,134537,8045,6699
5006900,134536,8046,6701
5007400,134536,8047,6699
5007900,134535,8048,6697
5008400,134535,8048,6697
5008900,134533,8049,6699
5009400,134532,8050,6700
5009900,134533,8051,6697
5010400,134531,8052,6695
5010900,134529,8053,6699
5011400,134529,8054,6699
5011900,134527,8055,6698
5012400,134529,8056,6696
5012900,134528,8057,6698
5013400,134526,8058,6697
5013900,134526,8059,6696
5014400,134525,8060,6696
5014900,134524,8061,6697
5015400,134524,8061,6695
5015900,134524,8062,6694
5016400,134521,8063,6695
5016900,134520,8064,6695
5017400,134520,8065,6696
5017900,134519,8066,6696
5018400,134520,8067,6698
5018900,134518,8068,6695
5019400,134516,8069,6697
5019900,134516,8070,6703
5020400,134516,8071,6702
5020900,134515,8072,6702
5021400,134515,8073,6698
5021900,134514,8074,6698
5022400,134513,8075,6697
5022900,134512,8075,6703
5023400,134512,8076,6701
5023900,134510,8077,6698
5024400,134508,8078,6702
5024900,134509,8079,6700
5025400,134506,8080,6698
5025900,134508,8081,6695
5026400,134505,8082,6695
5026900,134504,8083,6697
5027400,134504,8084,6695
5027900,134504,8085,6697
5028400,134503,8086,6699
5028900,134502,8087,6697
5029400,134501,8088,6702
5029900,134503,8088,6698
5030400,134500,8089,6695
5030900,134499,8090,6697
5031400,134497,8091,6701
5031900,134497,8092,6697
5032400,134496,8093,6698
5032900,134496,8094,6699
5033400,134495,8095,6700
5033900,134495,8096,6702
5034400,134493,8097,6698
5034900,134494,8098,6700
5035400,134493,8099,6701
5035900,134494,8100,6700
5036400,134492,8101,6700
5036900,134492,8101,6702
5037400,134490,8102,6704
5037900,134489,8103,6707
5038400,134489,8104,6702
5038900,134488,8105,6702
5039400,134487,8106,6700
5039900,134488,8107,6705
5040400,134486,8108,6702
5040900,134485,8109,6699
5041400,134485,8110,6700
5041900,134485,8111,6700
5042400,134482,8112,6701
5042900,134482,8113,6700
5043400,134481,8114,6698
5043900,134481,8114,6700
5044400,134479,8115,6698
5044900,134480,8116,6702
5045400,134478,8117,6701
5045900,134476,8118,6700
5046400,134477,8119,6704
5046900,134476,8120,6699
5047400,134476,8121,6697
5047900,134475,8122,6704
5048400,134472,8123,6702
5048900,134473,8124,6697
5049400,134473,8125,6695
5049900,134470,8126,6696
5050400,134470,8127,6696
5050900,134471,8128,6694
5051400,134470,8128,6693
5051900,134469,8129,6695
5052400,134468,8130,6694
5052900,134466,8131,6696
5053400,134467,8132,6695
5053900,134466,8133,6699
5054400,134466,8134,6697
5054900,134466,8135,6701
5055400,134464,8136,6697
5055900,134461,8137,6701
5056400,134462,8138,6694
5056900,134462,8139,6694
5057400,134461,8140,6692
5057900,134459,8141,6695
5058400,134460,8141,6696
5058900,134459,8142,6699
5059400,134458,8143,6695
5059900,134458,8144,6699
5060400,134455,8145,6700
5060900,134454,8146,6694
5061400,134454,8147,6698
5061900,134454,8148,6695
5062400,134452,8149,6698
5062900,134450,8150,6695
5063400,134449,8151,6699
5063900,134449,8152,6697
5064400,134449,8153,6695
5064900,134449,8154,6697
5065400,134446,8154,6696
5065900,134445,8155,6695
5066400,134447,8156,6698
5066900,134445,8157,6697
5067400,134443,8158,6696
5067900,134442,8159,6695
5068400,134443,8160,6695
5068900,134442,8161,6695
5069400,134439,8162,6689
5069900,134441,8163,6697
5070400,134439,8164,6691
5070900,134438,8165,6694
5071400,134437,8166,6693
5071900,134437,8167,6699
5072400,134434,8167,6698
5072900,134435,8168,6698
5073400,134434,8169,6697
5073900,134433,8170,6698
5074400,134433,8171,6695
5074900,134432,8172,6695
5075400,134429,8173,6693
5075900,134431,8174,6695
5076400,134429,8175,6695
5076900,134429,8176,6696
5077400,134427,8177,6699
5077900,134428,8178,6698
5078400,134428,8178,6696
5078900,134426,8179,6699
5079400,134425,8180,6697
5079900,134426,8181,6700
5080400,134424,8182,6699
5080900,134425,8183,6704
5081400,134424,8184,6702
5081900,134424,8185,6701
5082400,134424,8186,6700
5082900,134423,8187,6700
5083400,134422,8188,6699
5083900,134420,8189,6702
5084400,134422,8190,6700
5084900,134420,8191,6700
5085400,134418,8191,6700
5085900,134418,8192,6702
5086400,134418,8193,6703
5086900,134416,8194,6700
5087400,134416,8195,6697
5087900,134415,8196,6699
5088400,134414,8197,6700
5088900,134414,8198,6701
5089400,134412,8199,6700
5089900,134411,8200,6697
5090400,134409,8201,6694
5090900,134410,8202,6695
5091400,134406,8203,6696
5091900,134406,8204,6697
5092400,134406,8204,6699
5092900,134404,8205,6699
5093400,134405,8206,6697
5093900,134404,8207,6697
5094400,134403,8208,6695
5094900,134402,8209,6698
5095400,134401,8210,6697
5095900,134400,8211,6698
5096400,134399,8212,6699
5096900,134399,8213,6698
5097400,134399,8214,6697
5097900,134398,8215,6694
5098400,134398,8216,6698
5098900,134397,8217,6692
5099400,134398,8217,6693
5099900,134397,8218,6694
5100400,134396,8219,6697
5100900,134393,8220,6692
5101400,134393,8221,6701
5101900,134392,8222,6697
5102400,134391,8223,6695
5102900,134389,8224,6699
5103400,134389,8225,6700
5103900,134390,8226,6693
5104400,134388,8227,6695
5104900,134388,8228,6698
5105400,134386,8229,6698
5105900,134386,8230,6697
5106400,134384,8230,6695
5106900,134385,8231,6698
5107400,134384,8232,6698
5107900,134383,8233,6700
5108400,134383,8234,6694
5108900,134382,8235,6703
5109400,134382,8236,6699
5109900,134379,8237,6702
5110400,134379,8238,6696
5110900,134379,8239,6703
5111400,134378,8240,6697
5111900,134376,8241,6700
5112400,134376,8242,6700
5112900,134375,8243,6700
5113400,134373,8243,6698
5113900,134376,8244,6696
5114400,134373,8245,6694
5114900,134374,8246,6698
5115400,134373,8247,6698
5115900,134372,8248,6692
5116400,134371,8249,6696
5116900,134370,8250,6700
5117400,134368,8251,6702
5117900,134369,8252,6701
5118400,134367,8253,6703
5118900,134366,8254,6699
5119400,134364,8255,6698
5119900,134365,8256,6700
5120400,134364,8257,6701
5120900,134362,8257,6702
5121400,134362,8258,6702
5121900,134361,8259,6700
5122400,134362,8260,6695
5122900,134362,8261,6700
5123400,134361,8262,6697
5123900,134362,8263,6696
5124400,134359,8264,6697
5124900,134357,8265,6701
5125400,134355,8266,6699
5125900,134356,8267,6700
5126400,134355,8268,6702
5126900,134355,8269,6701
5127400,134353,8270,6697
5127900,134351,8270,6697
5128400,134351,8271,6697
5128900,134352,8272,6699
5129400,134349,8273,6700
5129900,134349,8274,6698
5130400,134349,8275,6700
5130900,134349,8276,6703
5131400,134347,8277,6701
5131900,134347,8278,6697
5132400,134345,8279,6700
5132900,134344,8280,6700
5133400,134344,8281,6703
5133900,134342,8282,6704
5134400,134342,8283,6698
5134900,134338,8283,6700
5135400,134340,8284,6702
5135900,134341,8285,6702
5136400,134340,8286,6701
5136900,134339,8287,6702
5137400,134338,8288,6700
5137900,134336,8289,6699
5138400,134335,8290,6697
5138900,134333,8291,6701
5139400,134333,8292,6701
5139900,134333,8293,6698
5140400,134333,8294,6701
5140900,134331,8295,6700
5141400,134332,8296,6700
5141900,134332,8297,6700
5142400,134331,8297,6702
5142900,134330,8298,6698
5143400,134329,8299,6700
5143900,134329,8300,6701
5144400,134327,8301,6701
5144900,134327,8302,6700
5145400,134326,8303,6700
5145900,134325,8304,6700
5146400,134324,8305,6702
5146900,134322,8306,6699
5147400,134323,8307,6698
5147900,134322,8308,6695
5148400,134319,8309,6698
5148900,134320,8310,6696
5149400,134319,8310,6702
5149900,134319,8311,6699
5150400,134316,8312,6698
5150900,134318,8313,6704
5151400,134315,8314,6700
5151900,134315,8315,6701
5152400,134313,8316,6706
5152900,134313,8317,6700
5153400,134311,8318,6701
5153900,134312,8319,6703
5154400,134310,8320,6699
5154900,134311,8321,6697
5155400,134309,8322,6702
5155900,134310,8323,6697
5156400,134310,8323,6701
5156900,134308,8324,6701
5157400,134310,8325,6703
5157900,134310,8326,6701
5158900,134305,8328,6697
5159400,134304,8329,6699
5159900,134305,8330,6695
5160400,134302,8331,6696
5160900,134304,8332,6697
5161400,134301,8333,6698
5161900,134301,8334,6699
5162400,134300,8335,6699
5162900,134297,8336,6696
5163400,134299,8336,6698
5163900,134298,8337,6699
5164400,134300,8338,6698
5164900,134298,8339,6692
5165400,134295,8340,6694
5165900,134295,8341,6695
5166400,134295,8342,6700
