Terminal ready
m
H:	6	2	28	29	2560	257000
H:	6	2	29	29	2560	257000
C:	7	0	28	0	5	257113
C:	7	0	28	1	446	257113
C:	7	0	28	2	0	257113
C:	7	0	28	3	2	257113
C:	7	0	28	4	292415689	257113
C:	7	0	28	11	5800632	257113
C:	7	0	28	12	4009135	257113
C:	7	0	28	13	14459869	257113
C:	7	0	28	14	1893096	257113
C:	7	0	29	0	-12	257110
C:	7	0	29	1	397	257110
C:	7	0	29	2	1131	257110
C:	7	0	29	3	-4	257110
C:	7	0	29	4	359106987	257110
C:	7	0	29	11	6074040	257110
C:	7	0	29	12	3359614	257110
C:	7	0	29	13	14802291	257110
C:	7	0	29	14	1486598	257110
C:	7	0	28	0	1	257613
C:	7	0	28	1	444	257613
C:	7	0	28	2	0	257613
C:	7	0	28	3	0	257613
C:	7	0	28	4	292534994	257613
C:	7	0	28	11	5800632	257613
C:	7	0	28	12	4009135	257613
C:	7	0	28	13	14459869	257613
C:	7	0	28	14	1893096	257613
C:	7	0	29	0	-9	257610
C:	7	0	29	1	396	257610
C:	7	0	29	2	1131	257610
C:	7	0	29	3	-3	257610
C:	7	0	29	4	358987682	257610
C:	7	0	29	11	6074040	257610
C:	7	0	29	12	3359614	257610
C:	7	0	29	13	14802291	257610
C:	7	0	29	14	1486598	257610
H:	6	2	28	29	2560	258000
H:	6	2	29	29	2560	258000
C:	7	0	28	0	-2	258113
C:	7	0	28	1	445	258113
C:	7	0	28	2	0	258113
C:	7	0	28	3	0	258113
C:	7	0	28	4	292892908	258113
C:	7	0	28	11	5800632	258113
C:	7	0	28	12	4009135	258113
C:	7	0	28	13	14459869	258113
C:	7	0	28	14	1893096	258113
C:	7	0	29	0	-10	258110
C:	7	0	29	1	397	258110
C:	7	0	29	2	1131	258110
C:	7	0	29	3	-3	258110
C:	7	0	29	4	358749073	258110
C:	7	0	29	11	6074040	258110
C:	7	0	29	12	3359614	258110
C:	7	0	29	13	14802291	258110
C:	7	0	29	14	1486598	258110
C:	7	0	28	0	-2	258613
C:	7	0	28	1	446	258613
C:	7	0	28	2	0	258613
C:	7	0	28	3	0	258613
C:	7	0	28	4	293131517	258613
C:	7	0	28	11	5800632	258613
C:	7	0	28	12	4009135	258613
C:	7	0	28	13	14459869	258613
C:	7	0	28	14	1893096	258613
C:	7	0	29	0	-11	258610
C:	7	0	29	1	397	258610
C:	7	0	29	2	1131	258610
C:	7	0	29	3	-4	258610
C:	7	0	29	4	358629768	258610
C:	7	0	29	11	6074040	258610
C:	7	0	29	12	3359614	258610
C:	7	0	29	13	14802291	258610
C:	7	0	29	14	1486598	258610
H:	6	2	28	29	2560	259000
H:	6	2	29	29	2560	259000
C:	7	0	28	0	-3	259113
C:	7	0	28	1	446	259113
C:	7	0	28	2	0	259113
C:	7	0	28	3	-1	259113
C:	7	0	28	4	293489431	259113
C:	7	0	28	11	5800632	259113
C:	7	0	28	12	4009135	259113
C:	7	0	28	13	14459869	259113
C:	7	0	28	14	1893096	259113
C:	7	0	29	0	-8	259110
C:	7	0	29	1	397	259110
C:	7	0	29	2	1131	259110
C:	7	0	29	3	-3	259110
C:	7	0	29	4	358629768	259110
C:	7	0	29	11	6074040	259110
C:	7	0	29	12	3359614	259110
C:	7	0	29	13	14802291	259110
C:	7	0	29	14	1486598	259110
C:	7	0	28	0	-4	259613
C:	7	0	28	1	446	259613
C:	7	0	28	2	0	259613
C:	7	0	28	3	-1	259613
C:	7	0	28	4	293608736	259613
C:	7	0	28	11	5800632	259613
C:	7	0	28	12	4009135	259613
C:	7	0	28	13	14459869	259613
C:	7	0	28	14	1893096	259613
C:	7	0	29	0	-4	259610
C:	7	0	29	1	396	259610
C:	7	0	29	2	1131	259610
C:	7	0	29	3	-1	259610
C:	7	0	29	4	358510464	259610
C:	7	0	29	11	6074040	259610
C:	7	0	29	12	3359614	259610
C:	7	0	29	13	14802291	259610
C:	7	0	29	14	1486598	259610
H:	6	2	28	29	2560	260000
H:	6	2	29	29	2560	260000
C:	7	0	28	0	-1	260113
C:	7	0	28	1	444	260113
C:	7	0	28	2	0	260113
C:	7	0	28	3	0	260113
C:	7	0	28	4	293966650	260113
C:	7	0	28	11	5800632	260113
C:	7	0	28	12	4009135	260113
C:	7	0	28	13	14459869	260113
C:	7	0	28	14	1893096	260113
C:	7	0	29	0	-6	260110
C:	7	0	29	1	398	260110
C:	7	0	29	2	1131	260110
C:	7	0	29	3	-2	260110
C:	7	0	29	4	358510464	260110
C:	7	0	29	11	6074040	260110
C:	7	0	29	12	3359614	260110
C:	7	0	29	13	14802291	260110
C:	7	0	29	14	1486598	260110
C:	7	0	28	0	0	260613
C:	7	0	28	1	446	260613
C:	7	0	28	2	0	260613
C:	7	0	28	3	0	260613
C:	7	0	28	4	294205259	260613
C:	7	0	28	11	5800632	260613
C:	7	0	28	12	4009135	260613
C:	7	0	28	13	14459869	260613
C:	7	0	28	14	1893096	260613
C:	7	0	29	0	-8	260610
C:	7	0	29	1	397	260610
C:	7	0	29	2	1131	260610
C:	7	0	29	3	-3	260610
C:	7	0	29	4	358629768	260610
C:	7	0	29	11	6074040	260610
C:	7	0	29	12	3359614	260610
C:	7	0	29	13	14802291	260610
C:	7	0	29	14	1486598	260610
H:	6	2	28	29	2560	261000
H:	6	2	29	29	2560	261000
C:	7	0	28	0	1	261113
C:	7	0	28	1	447	261113
C:	7	0	28	2	0	261113
C:	7	0	28	3	0	261113
C:	7	0	28	4	294443868	261113
C:	7	0	28	11	5800632	261113
C:	7	0	28	12	4009135	261113
C:	7	0	28	13	14459869	261113
C:	7	0	28	14	1893096	261113
C:	7	0	29	0	-4	261110
C:	7	0	29	1	396	261110
C:	7	0	29	2	1131	261110
C:	7	0	29	3	-1	261110
C:	7	0	29	4	358629768	261110
C:	7	0	29	11	6074040	261110
C:	7	0	29	12	3359614	261110
C:	7	0	29	13	14802291	261110
C:	7	0	29	14	1486598	261110
C:	7	0	28	0	0	261613
