C:	7	0	29	2	0	3102
C:	7	0	29	2	0	3602
C:	7	0	29	2	0	4103
C:	7	0	29	2	0	4603
C:	7	0	29	2	0	5103
C:	7	0	29	2	0	5603
C:	7	0	29	2	0	6104
C:	7	0	29	2	0	6604
C:	7	0	29	2	0	7105
C:	7	0	29	2	0	7605
C:	7	0	29	2	0	8106
C:	7	0	29	2	0	8606
C:	7	0	29	2	0	9106
C:	7	0	29	2	0	9606
C:	7	0	29	2	0	10107
C:	7	0	29	2	0	10607
C:	7	0	29	2	0	11108
C:	7	0	29	2	0	11608
C:	7	0	29	2	0	12109
C:	7	0	29	2	0	12609
C:	7	0	29	2	0	13110
C:	7	0	29	2	0	13610
C:	7	0	29	2	0	14111
C:	7	0	29	2	0	14611
C:	7	0	29	2	0	15112
C:	7	0	29	2	0	15612
C:	7	0	29	2	0	16113
C:	7	0	29	2	0	16613
C:	7	0	29	2	0	17114
C:	7	0	29	2	0	17614
C:	7	0	29	2	0	18115
C:	7	0	29	2	0	18615
C:	7	0	29	2	0	19116
C:	7	0	29	2	0	19616
C:	7	0	29	2	0	20117
C:	7	0	29	2	0	20617
C:	7	0	29	2	0	21118
C:	7	0	29	2	0	21618
C:	7	0	29	2	0	22119
C:	7	0	29	2	0	22619
C:	7	0	29	2	0	23120
C:	7	0	29	2	0	23620
C:	7	0	29	2	0	24121
C:	7	0	29	2	0	24621
C:	7	0	29	2	0	25122
C:	7	0	29	2	0	25622
C:	7	0	29	2	0	26123
C:	7	0	29	2	0	26623
C:	7	0	29	2	0	27124
C:	7	0	29	2	0	27624
C:	7	0	29	2	0	28125
C:	7	0	29	2	0	28625
C:	7		0	29	2	0	29126
C:	7	0	29	2	0	29626
C:	7	0	29	2	0	30127
C:	7	0	29	2	0	30627
C:	7	0	29	2	0	31128
C:	7	0	29	2	0	31628
C:	7	0	29	2	0	32129
C:	7	0	29	2	0	32629
C:	7	0	29	2	0	33130
C:	7	0	29	2	0	33630
C:	7	0	29	2	0	34131
C:	7	0	29	2	0	60133
C:	7	0	29	2	0	62633
C:	7	0	29	2	0	63133
C:	7	0	29	2	0	79339
C:	7	0	29	2	0	79839
C:	7	0	29	2	0	80339
C:	7	0	29	2	0	80839
C:	7	0	29	2	0	81339
C:	7	0	29	2	0	81839
C:	7	0	29	2	0	82339
C:	7	0	29	2	0	82839
C:	7	0	29	2	0	83339
C:	7	0	29	2	0	83839
C:	7	0	29	2	0	84339
C:	7	0	29	2	0	84839
C:	7	0	29	2	0	85339
C:	7	0	29	2	0	85839
C:	7	0	29	2	0	86339
C:	7	0	29	2	0	866839
C:	7	0	29	2	0	87339
C:	7	0	29	2	0	87839
